source_name	source_type	source_id	target_name	target_type	target_id	relation_type	resource	pmid
LOXL2	Gene	ENTREZ:4017	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	32176358
LOX	Gene	ENTREZ:4015	primary myelofibrosis	Disease	MONDO:0009692	GNBR::G::Gene:Disease	FIBROAD	22767499
LOX	Gene	ENTREZ:4015	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	23345161
LOX	Gene	ENTREZ:4015	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	29672662
LOXL1	Gene	ENTREZ:4016	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	29115860
LOXL1	Gene	ENTREZ:4016	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	33176449
LOXL1	Gene	ENTREZ:4016	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	29366776
LOXL2	Gene	ENTREZ:4017	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	28073888
LOXL2	Gene	ENTREZ:4017	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	20818376
LOXL2	Gene	ENTREZ:4017	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	29759420
LTBP1	Gene	ENTREZ:4052	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	30611717
LTBP1	Gene	ENTREZ:4052	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	9620332
LTBP1	Gene	ENTREZ:4052	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	9607192
LTBP2	Gene	ENTREZ:4053	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	31512380
LTBP2	Gene	ENTREZ:4053	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	28991210
LTBP2	Gene	ENTREZ:4053	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	32826876
MAP3K5	Gene	ENTREZ:4217	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	31541591
MAP3K5	Gene	ENTREZ:4217	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	31595673
MAP3K5	Gene	ENTREZ:4217	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	30024858
MAP3K5	Gene	ENTREZ:4217	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	28892558
MAP3K7	Gene	ENTREZ:6885	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	33768585
MAP3K7	Gene	ENTREZ:6885	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	32513687
MAP3K7	Gene	ENTREZ:6885	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	33236534
MAP3K7	Gene	ENTREZ:6885	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	20080763
MAPK1	Gene	ENTREZ:5594	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	30266653
MAPK3	Gene	ENTREZ:5595	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	30266653
MAPK1	Gene	ENTREZ:5594	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	18449171
MAPK3	Gene	ENTREZ:5595	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	18449171
MAPK1	Gene	ENTREZ:5594	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	16327498
MAPK3	Gene	ENTREZ:5595	Fibrosis	Disease	MESH:D005355	GNBR::G::Gene:Disease	FIBROAD	16327498
MAPK1	Gene	ENTREZ:5594	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	16087786
MAPK1	Gene	ENTREZ:5594	endomyocardial fibrosis	Disease	MONDO:0006746	GNBR::G::Gene:Disease	FIBROAD	27298141
MAPK3	Gene	ENTREZ:5595	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	19787807
MAPK3	Gene	ENTREZ:5595	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	30530834
MAPK8	Gene	ENTREZ:5599	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	26708719
MAPK9	Gene	ENTREZ:5601	fibrotic liver disease	Disease	MONDO:0100430	GNBR::D::Gene:Disease	FIBROAD	26708719
MAPK8	Gene	ENTREZ:5599	renal fibrosis	Disease	MONDO:0000494	GNBR::G::Gene:Disease	FIBROAD	17202416
MAPK8	Gene	ENTREZ:5599	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	19549522
MAPK8	Gene	ENTREZ:5599	pulmonary fibrosis	Disease	MONDO:0002771	GNBR::G::Gene:Disease	FIBROAD	11208641
MAPK8	Gene	ENTREZ:5599	fibrotic liver disease	Disease	MONDO:0100430	GNBR::G::Gene:Disease	FIBROAD	24037431
