source_name	source_type	target_name	target_type	source_id	target_id	relation_type	resource
SNF8	Gene	IPF	Disease	ENTREZ:11267	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
LRRC59	Gene	IPF	Disease	ENTREZ:55379	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
NME1	Gene	IPF	Disease	ENTREZ:4830	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CA4	Gene	IPF	Disease	ENTREZ:762	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
ACE	Gene	IPF	Disease	ENTREZ:1636	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
APOH	Gene	IPF	Disease	ENTREZ:350	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
JPT1	Gene	IPF	Disease	ENTREZ:51155	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
H3-3B	Gene	IPF	Disease	ENTREZ:3021	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
H3-3B	Gene	IPF	Disease	ENTREZ:3021	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
FLT3	Gene	IPF	Disease	ENTREZ:2322	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
HMGB1	Gene	IPF	Disease	ENTREZ:3146	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
UFM1	Gene	IPF	Disease	ENTREZ:51569	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
TFF3	Gene	IPF	Disease	ENTREZ:7033	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
ICOSLG	Gene	IPF	Disease	ENTREZ:23308	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
TNFSF13B	Gene	IPF	Disease	ENTREZ:10673	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
YES1	Gene	IPF	Disease	ENTREZ:7525	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CST3	Gene	IPF	Disease	ENTREZ:1471	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
MB	Gene	IPF	Disease	ENTREZ:4151	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
GDF5	Gene	IPF	Disease	ENTREZ:8200	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
RBM39	Gene	IPF	Disease	ENTREZ:9584	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
SRC	Gene	IPF	Disease	ENTREZ:6714	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
LBP	Gene	IPF	Disease	ENTREZ:3929	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
TOP1	Gene	IPF	Disease	ENTREZ:7150	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
PI3	Gene	IPF	Disease	ENTREZ:5266	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
XRCC6	Gene	IPF	Disease	ENTREZ:2547	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CNDP1	Gene	IPF	Disease	ENTREZ:84735	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CTSB	Gene	IPF	Disease	ENTREZ:1508	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
MMP9	Gene	IPF	Disease	ENTREZ:4318	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
PTPN1	Gene	IPF	Disease	ENTREZ:5770	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
BMP1	Gene	IPF	Disease	ENTREZ:649	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
IL3RA	Gene	IPF	Disease	ENTREZ:3563	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
THBS1	Gene	IPF	Disease	ENTREZ:7057	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PAK6	Gene	IPF	Disease	ENTREZ:56924	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
RAC1	Gene	IPF	Disease	ENTREZ:5879	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
ANXA1	Gene	IPF	Disease	ENTREZ:301	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
UBE2I	Gene	IPF	Disease	ENTREZ:7329	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CMA1	Gene	IPF	Disease	ENTREZ:1215	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
PRTN3	Gene	IPF	Disease	ENTREZ:5657	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
HNRNPA2B1	Gene	IPF	Disease	ENTREZ:3181	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
H1-2	Gene	IPF	Disease	ENTREZ:3006	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
TEC	Gene	IPF	Disease	ENTREZ:7006	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
SGTA	Gene	IPF	Disease	ENTREZ:6449	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PSMA2	Gene	IPF	Disease	ENTREZ:5683	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
MAP2K2	Gene	IPF	Disease	ENTREZ:5605	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
C5	Gene	IPF	Disease	ENTREZ:727	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
HSD17B10	Gene	IPF	Disease	ENTREZ:3028	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
HMOX2	Gene	IPF	Disease	ENTREZ:3163	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
HDGFL2	Gene	IPF	Disease	ENTREZ:84717	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CAMK2B	Gene	IPF	Disease	ENTREZ:816	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
NUDCD3	Gene	IPF	Disease	ENTREZ:23386	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
GAPDH	Gene	IPF	Disease	ENTREZ:2597	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
MSN	Gene	IPF	Disease	ENTREZ:4478	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
ANXA2	Gene	IPF	Disease	ENTREZ:302	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
IGFBP1	Gene	IPF	Disease	ENTREZ:3484	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
IL2RG	Gene	IPF	Disease	ENTREZ:3561	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
AFM	Gene	IPF	Disease	ENTREZ:173	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CXCL8	Gene	IPF	Disease	ENTREZ:3576	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
AREG	Gene	IPF	Disease	ENTREZ:374	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
TNFSF14	Gene	IPF	Disease	ENTREZ:8740	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
C3	Gene	IPF	Disease	ENTREZ:12266	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
DAPK2	Gene	IPF	Disease	ENTREZ:23604	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
AIF1	Gene	IPF	Disease	ENTREZ:199	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CXCL11	Gene	IPF	Disease	ENTREZ:6373	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
LCN2	Gene	IPF	Disease	ENTREZ:3934	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
GHR	Gene	IPF	Disease	ENTREZ:2690	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CA13	Gene	IPF	Disease	ENTREZ:377677	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CA3	Gene	IPF	Disease	ENTREZ:761	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
RETN	Gene	IPF	Disease	ENTREZ:56729	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
PTPN6	Gene	IPF	Disease	ENTREZ:5777	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CLIC1	Gene	IPF	Disease	ENTREZ:1192	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
MAP2K1	Gene	IPF	Disease	ENTREZ:5604	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
SBDS	Gene	IPF	Disease	ENTREZ:51119	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
BTK	Gene	IPF	Disease	ENTREZ:695	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
C4B	Gene	IPF	Disease	ENTREZ:721	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
ICAM5	Gene	IPF	Disease	ENTREZ:7087	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
OLR1	Gene	IPF	Disease	ENTREZ:4973	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
PKM	Gene	IPF	Disease	ENTREZ:5315	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CDKN1B	Gene	IPF	Disease	ENTREZ:1027	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
PRKCB	Gene	IPF	Disease	ENTREZ:5579	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CSK	Gene	IPF	Disease	ENTREZ:1445	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
POR	Gene	IPF	Disease	ENTREZ:5447	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
FCN1	Gene	IPF	Disease	ENTREZ:2219	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
ACP5	Gene	IPF	Disease	ENTREZ:54	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
MAPK13	Gene	IPF	Disease	ENTREZ:5603	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
RPS7	Gene	IPF	Disease	ENTREZ:6201	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
H2AZ1	Gene	IPF	Disease	ENTREZ:3015	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
IL16	Gene	IPF	Disease	ENTREZ:3603	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
SERPINA5	Gene	IPF	Disease	ENTREZ:5104	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
SERPINA3	Gene	IPF	Disease	ENTREZ:12	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
PTK2	Gene	IPF	Disease	ENTREZ:5747	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
SFTPD	Gene	IPF	Disease	ENTREZ:6441	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
EIF5	Gene	IPF	Disease	ENTREZ:1983	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CAST	Gene	IPF	Disease	ENTREZ:831	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CAMK2D	Gene	IPF	Disease	ENTREZ:817	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
PDE5A	Gene	IPF	Disease	ENTREZ:8654	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PARK7	Gene	IPF	Disease	ENTREZ:11315	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CA6	Gene	IPF	Disease	ENTREZ:765	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
IL2	Gene	IPF	Disease	ENTREZ:3558	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
PGAM1	Gene	IPF	Disease	ENTREZ:5223	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
GOT1	Gene	IPF	Disease	ENTREZ:2805	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
SAA1	Gene	IPF	Disease	ENTREZ:6288	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
IL3	Gene	IPF	Disease	ENTREZ:3562	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
TNFRSF1B	Gene	IPF	Disease	ENTREZ:7133	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
PFDN5	Gene	IPF	Disease	ENTREZ:5204	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
GPI	Gene	IPF	Disease	ENTREZ:2821	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
SYNCRIP	Gene	IPF	Disease	ENTREZ:10492	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
NAMPT	Gene	IPF	Disease	ENTREZ:10135	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
EPHA2	Gene	IPF	Disease	ENTREZ:1969	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
AKR7A2	Gene	IPF	Disease	ENTREZ:8574	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
GDF11	Gene	IPF	Disease	ENTREZ:10220	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PPID	Gene	IPF	Disease	ENTREZ:5481	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PLA2G2A	Gene	IPF	Disease	ENTREZ:5320	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
NACA	Gene	IPF	Disease	ENTREZ:4666	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
FYN	Gene	IPF	Disease	ENTREZ:2534	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
LTF	Gene	IPF	Disease	ENTREZ:4057	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
RPS27A	Gene	IPF	Disease	ENTREZ:6233	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
SSRP1	Gene	IPF	Disease	ENTREZ:6749	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
SERPING1	Gene	IPF	Disease	ENTREZ:710	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
ACY1	Gene	IPF	Disease	ENTREZ:95	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PGLYRP1	Gene	IPF	Disease	ENTREZ:8993	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
HNRNPAB	Gene	IPF	Disease	ENTREZ:3182	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
NAPA	Gene	IPF	Disease	ENTREZ:8775	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
METAP2	Gene	IPF	Disease	ENTREZ:10988	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
SNRPF	Gene	IPF	Disease	ENTREZ:6636	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CAPG	Gene	IPF	Disease	ENTREZ:822	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
SIGLEC14	Gene	IPF	Disease	ENTREZ:100049587	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
AKR1A1	Gene	IPF	Disease	ENTREZ:10327	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CFL1	Gene	IPF	Disease	ENTREZ:1072	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
PTPN11	Gene	IPF	Disease	ENTREZ:5781	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
KIR2DL4	Gene	IPF	Disease	ENTREZ:3805	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
PEBP1	Gene	IPF	Disease	ENTREZ:5037	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
AIP	Gene	IPF	Disease	ENTREZ:9049	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
GSTP1	Gene	IPF	Disease	ENTREZ:2950	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
SNX4	Gene	IPF	Disease	ENTREZ:8723	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
RAN	Gene	IPF	Disease	ENTREZ:5901	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CFC1	Gene	IPF	Disease	ENTREZ:55997	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
F3	Gene	IPF	Disease	ENTREZ:14066	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CSF1	Gene	IPF	Disease	ENTREZ:1435	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
MMP7	Gene	IPF	Disease	ENTREZ:4316	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
MMP1	Gene	IPF	Disease	ENTREZ:4312	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
APOA1	Gene	IPF	Disease	ENTREZ:335	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PCSK7	Gene	IPF	Disease	ENTREZ:9159	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PDE11A	Gene	IPF	Disease	ENTREZ:50940	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
S100A9	Gene	IPF	Disease	ENTREZ:6280	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
SHC1	Gene	IPF	Disease	ENTREZ:6464	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CRP	Gene	IPF	Disease	ENTREZ:1401	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
DDR2	Gene	IPF	Disease	ENTREZ:4921	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
FN1	Gene	IPF	Disease	ENTREZ:2335	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
F5	Gene	IPF	Disease	ENTREZ:14067	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
SELP	Gene	IPF	Disease	ENTREZ:6403	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
IGFBP2	Gene	IPF	Disease	ENTREZ:3485	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
PTGS2	Gene	IPF	Disease	ENTREZ:5743	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
MAPKAPK2	Gene	IPF	Disease	ENTREZ:9261	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
IL19	Gene	IPF	Disease	ENTREZ:29949	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
SCARF1	Gene	IPF	Disease	ENTREZ:8578	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CAMKK1	Gene	IPF	Disease	ENTREZ:84254	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
EIF5A	Gene	IPF	Disease	ENTREZ:1984	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
MAP2K4	Gene	IPF	Disease	ENTREZ:6416	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CCL23	Gene	IPF	Disease	ENTREZ:6368	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
HSD17B1	Gene	IPF	Disease	ENTREZ:3292	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
MPO	Gene	IPF	Disease	ENTREZ:4353	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
PRKCA	Gene	IPF	Disease	ENTREZ:5578	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
KPNA2	Gene	IPF	Disease	ENTREZ:3838	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
SPHK1	Gene	IPF	Disease	ENTREZ:8877	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
HSPH1	Gene	IPF	Disease	ENTREZ:10808	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CPB2	Gene	IPF	Disease	ENTREZ:1361	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
F10	Gene	IPF	Disease	ENTREZ:14058	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
SERPIND1	Gene	IPF	Disease	ENTREZ:3053	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
ATRN	Gene	IPF	Disease	ENTREZ:8455	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
TTR	Gene	IPF	Disease	ENTREZ:7276	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
KIN	Gene	IPF	Disease	ENTREZ:22944	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
PIP4K2A	Gene	IPF	Disease	ENTREZ:5305	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
VCL	Gene	IPF	Disease	ENTREZ:7414	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
C4B	Gene	IPF	Disease	ENTREZ:721	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
SERPINA7	Gene	IPF	Disease	ENTREZ:6906	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
SEPTIN6	Gene	IPF	Disease	ENTREZ:23157	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PTGDS	Gene	IPF	Disease	ENTREZ:5730	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
SERPINA6	Gene	IPF	Disease	ENTREZ:866	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
GSDMC	Gene	IPF	Disease	ENTREZ:56169	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CEP104	Gene	IPF	Disease	ENTREZ:9731	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CUTC	Gene	IPF	Disease	ENTREZ:51076	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CPN1	Gene	IPF	Disease	ENTREZ:1369	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
MYL6	Gene	IPF	Disease	ENTREZ:4637	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
TOPAZ1	Gene	IPF	Disease	ENTREZ:375337	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
GPX3	Gene	IPF	Disease	ENTREZ:2878	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
HPR	Gene	IPF	Disease	ENTREZ:3250	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
MAP7	Gene	IPF	Disease	ENTREZ:9053	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CLEC4F	Gene	IPF	Disease	ENTREZ:165530	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
MAP7D1	Gene	IPF	Disease	ENTREZ:55700	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
ARHGAP35	Gene	IPF	Disease	ENTREZ:2909	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
BCHE	Gene	IPF	Disease	ENTREZ:590	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CPN2	Gene	IPF	Disease	ENTREZ:1370	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CD5L	Gene	IPF	Disease	ENTREZ:922	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CFHR5	Gene	IPF	Disease	ENTREZ:81494	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
APP	Gene	IPF	Disease	ENTREZ:351	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
TFF1	Gene	IPF	Disease	ENTREZ:7031	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
TIMP3	Gene	IPF	Disease	ENTREZ:7078	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PDGFB	Gene	IPF	Disease	ENTREZ:5155	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
BPI	Gene	IPF	Disease	ENTREZ:671	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
ADSL	Gene	IPF	Disease	ENTREZ:158	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
MMP9	Gene	IPF	Disease	ENTREZ:4318	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PDGFA	Gene	IPF	Disease	ENTREZ:5154	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
THBS1	Gene	IPF	Disease	ENTREZ:7057	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
HNRNPA2B1	Gene	IPF	Disease	ENTREZ:3181	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
H1-2	Gene	IPF	Disease	ENTREZ:3006	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
VWF	Gene	IPF	Disease	ENTREZ:7450	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PF4	Gene	IPF	Disease	ENTREZ:5196	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PPBP	Gene	IPF	Disease	ENTREZ:5473	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
VAV1	Gene	IPF	Disease	ENTREZ:7409	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CXCL13	Gene	IPF	Disease	ENTREZ:10563	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
ICAM5	Gene	IPF	Disease	ENTREZ:7087	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
AGER	Gene	IPF	Disease	ENTREZ:177	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
OLR1	Gene	IPF	Disease	ENTREZ:4973	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
HSPB1	Gene	IPF	Disease	ENTREZ:3315	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
PRKACA	Gene	IPF	Disease	ENTREZ:5566	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
SFTPD	Gene	IPF	Disease	ENTREZ:6441	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
GDF15	Gene	IPF	Disease	ENTREZ:9518	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
GPD1	Gene	IPF	Disease	ENTREZ:2819	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CA6	Gene	IPF	Disease	ENTREZ:765	MONDO:0002771	Hetionet::DdG::Disease:Gene	FIBROMINE
CCL22	Gene	IPF	Disease	ENTREZ:6367	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
CCL17	Gene	IPF	Disease	ENTREZ:6361	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PGD	Gene	IPF	Disease	ENTREZ:5226	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
PGAM1	Gene	IPF	Disease	ENTREZ:5223	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
ANXA6	Gene	IPF	Disease	ENTREZ:309	MONDO:0002771	Hetionet::DuG::Disease:Gene	FIBROMINE
